run_id,scenario,field_observer_model,engineer_model,model_class,postmortem,round_time_budget_seconds,random_seed,total_rounds,round_success_count,round_success_fraction,perplexity,english_ngram_surprisal,message_entropy,gzip_compression_ratio,mcm,labels
veyru/1781091372,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,250,FALSE,15,1,0.06666666667,7,3.234560462,4.093309412,0.9862452291,53.4137931,baseline|budget=250|single_team
veyru/1780448162,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,TRUE,15,5,0.3333333333,6.780272987,3.173033408,4.049988472,0.9814974193,54.75833333,baseline|random_seed|budget=450|postmortem=false
veyru/1780585911,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,FALSE,15,3,0.2,6,2.948693811,4.034678547,0.9292194813,75.37078652,baseline|budget=450|single_team
veyru/1780585960,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,FALSE,15,5,0.3333333333,6,3.01708779,4.058017849,0.9493971508,70.11111111,baseline|budget=450|single_team
veyru/1780586227,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,FALSE,15,2,0.1333333333,6.29031246,3.117192552,4.191964729,0.9478481329,68.45555556,baseline|budget=450|single_team
veyru/1780606825,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,TRUE,15,5,0.3333333333,6,3.038509899,4.052952747,0.9578045576,62.10679612,baseline|random_seed|budget=450|postmortem=false
veyru/1780606894,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,TRUE,15,9,0.6,6,2.921724464,4.109324723,0.9133283032,81.73333333,baseline|random_seed|budget=450|postmortem=false
veyru/1780617885,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,TRUE,15,5,0.3333333333,7,3.115636638,4.073331733,0.9856570371,56.12037037,baseline|random_seed|budget=450|postmortem=false
veyru/1780618596,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,TRUE,15,5,0.3333333333,6.250452032,3.013101476,3.971831365,0.965295414,63.18888889,baseline|random_seed|budget=450|postmortem=false
veyru/1781085080,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,FALSE,15,7,0.4666666667,6,2.951843944,4.088199632,0.9437813068,70.47826087,baseline|budget=450|single_team
veyru/1781085419,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,FALSE,15,3,0.2,6,2.8004762,4.07315483,0.8761013398,92.84285714,baseline|budget=450|single_team
veyru/1781091377,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,450,TRUE,15,4,0.2666666667,6,3.098738735,4.079798718,0.9665733621,59.44144144,baseline|random_seed|budget=450|postmortem=false
veyru/1780586812,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,FALSE,15,12,0.8,5,2.780057178,4.116761054,0.8648291319,100.8631579,baseline|budget=800|single_team
veyru/1780587353,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,FALSE,15,12,0.8,5,2.732467513,4.215729224,0.8524647615,105.7978723,baseline|budget=800|single_team
veyru/1780587404,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,FALSE,15,14,0.9333333333,5.605261804,2.810269102,4.168000076,0.8757139972,96.23404255,baseline|budget=800|single_team
veyru/1780608447,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,TRUE,15,9,0.6,5.461187117,2.80135968,4.182782678,0.8547971113,102.6966292,baseline|random_seed|budget=800|postmortem=false
veyru/1780608610,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,TRUE,15,14,0.9333333333,6,2.826474161,4.055742745,0.9165734937,82.73148148,baseline|random_seed|budget=800|postmortem=false
veyru/1780619700,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,TRUE,15,6,0.4,6.571431608,3.085827217,4.201542623,0.9458240488,70.40425532,baseline|random_seed|budget=800|postmortem=false
veyru/1780620459,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,TRUE,15,11,0.7333333333,6,2.989987436,4.204855767,0.9260381497,78.21782178,baseline|random_seed|budget=800|postmortem=false
veyru/1780621493,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,TRUE,15,11,0.7333333333,6.393054409,2.912807703,4.176943887,0.9107000673,85.27272727,baseline|random_seed|budget=800|postmortem=false
veyru/1781084575,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,FALSE,15,13,0.8666666667,6,3.12495263,4.223272789,0.9359332236,77.09649123,baseline|budget=800|single_team
veyru/1781084608,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,FALSE,15,12,0.8,6,2.935331548,4.067904582,0.9324017936,82.27884615,baseline|budget=800|single_team
veyru/1781088616,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,800,TRUE,15,7,0.4666666667,5,2.858445798,4.082466382,0.883131041,97.33684211,baseline|random_seed|budget=800|postmortem=false
veyru/1780587935,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,FALSE,15,14,0.9333333333,6,2.688531274,4.150256126,0.8584662561,102.3888889,baseline|budget=2000
veyru/1780588100,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,FALSE,15,9,0.6,6.445669985,3.036551126,4.218651601,0.9169424683,78.79396985,baseline|budget=2000
veyru/1780588338,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,FALSE,15,15,1,6,2.881946586,4.185373461,0.8579096959,105.78,baseline|budget=2000
veyru/1780609652,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,TRUE,15,11,0.7333333333,6.30617021,2.960581142,4.235766017,0.9001022994,103.3870968,baseline|random_seed|budget=2000|postmortem=false
veyru/1780609720,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,TRUE,15,12,0.8,6.219830993,2.891847494,4.266996312,0.8937780505,91.01694915,baseline|random_seed|budget=2000|postmortem=false
veyru/1780609877,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,TRUE,15,15,1,6,2.867213334,4.199504248,0.8477656757,112.3586957,baseline|random_seed|budget=2000|postmortem=false
veyru/1780622703,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,TRUE,15,12,0.8,5.996138557,2.823690592,4.221607179,0.8646317895,94.1640625,baseline|random_seed|budget=2000|postmortem=false
veyru/1780623271,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,TRUE,15,15,1,5.547669999,2.748418525,4.128555487,0.8831615663,95.94,baseline|random_seed|budget=2000|postmortem=false
veyru/1781085421,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,TRUE,15,15,1,5.819843627,2.754029966,4.195056164,0.82393298,121.6354167,baseline|random_seed|budget=2000|postmortem=false
veyru/1781088583,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,FALSE,15,15,1,5.558310253,2.781912074,4.201226038,0.8135271437,121.2346939,baseline|budget=2000
veyru/1781090132,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,FALSE,2000,FALSE,15,15,1,6,2.821302576,4.178741954,0.8480106199,106.127451,baseline|budget=2000
veyru/1780422223,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,FALSE,15,1,0.06666666667,8,3.319316995,3.03191625,1.266475968,31.05263158,baseline|budget=150|single_team
veyru/1780422496,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,FALSE,15,0,0,7.396014745,3.245476235,3.150135071,1.204052054,29.96153846,baseline|budget=150|single_team
veyru/1780423130,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,FALSE,15,6,0.4,7.264547173,3.440477432,3.044982704,1.226530911,18.31578947,baseline|budget=150|single_team
veyru/1780424772,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,FALSE,15,0,0,7.045531978,3.755305174,3.397126781,1.204251454,27.02380952,baseline|budget=150|single_team
veyru/1780437444,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,TRUE,15,5,0.3333333333,7,4.82119071,2.483072479,1.691737676,24.19512195,baseline|random_seed|budget=150|postmortem=true
veyru/1780439683,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,TRUE,15,10,0.6666666667,8,4.035731698,2.642543569,1.317296254,14.3,baseline|random_seed|budget=150|postmortem=true
veyru/1780442967,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,TRUE,15,4,0.2666666667,7,3.733878421,3.348115125,1.177626394,19.57142857,baseline|random_seed|budget=150|postmortem=true
veyru/1780443972,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,TRUE,15,4,0.2666666667,7,3.345850733,3.413049873,1.146117401,20.84946237,baseline|random_seed|budget=150|postmortem=true
veyru/1780444474,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,TRUE,15,4,0.2666666667,7,3.229358618,3.553352482,1.180067882,31.37142857,baseline|random_seed|budget=150|postmortem=true
veyru/1780582610,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,FALSE,15,2,0.1333333333,9,3.047600827,3.821476496,1.029863736,38.65517241,baseline|budget=150|single_team
veyru/1781089461,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,150,TRUE,15,2,0.1333333333,6.107458131,4.50923255,2.355332283,1.738223854,22.81052632,baseline|random_seed|budget=150|postmortem=true
veyru/1780440746,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,TRUE,15,6,0.4,7,3.462251034,3.929789717,1.029762031,40.3030303,baseline|random_seed|budget=250|postmortem=true
veyru/1780441382,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,TRUE,15,7,0.4666666667,6.741771251,3.44783383,2.9586315,1.297027336,46.47826087,baseline|random_seed|budget=250|postmortem=true
veyru/1780600846,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,TRUE,15,3,0.2,6,3.429166175,4.066470706,1.015465735,46.84,baseline|random_seed|budget=250|postmortem=true
veyru/1780615588,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,TRUE,15,7,0.4666666667,7.520049671,3.638497027,3.923397543,1.045585593,31.74,baseline|random_seed|budget=250|postmortem=true
veyru/1780615648,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,TRUE,15,8,0.5333333333,6.62704528,4.191746572,3.610296724,1.098545786,32.85542169,baseline|random_seed|budget=250|postmortem=true
veyru/1780615756,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,TRUE,15,5,0.3333333333,8,2.925781395,3.726546914,1.054974088,41.44705882,baseline|random_seed|budget=250|postmortem=true
veyru/1781173589,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,FALSE,15,7,0.4666666667,6.375269571,3.698252518,3.78910874,1.061251078,39.80821918,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=sonnet|rc=15|ordered_easy_rounds
veyru/1781173590,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,FALSE,15,5,0.3333333333,6,3.345831471,3.93928231,1.026553603,43.87012987,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=sonnet|rc=15|ordered_easy_rounds
veyru/1781173592,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,FALSE,15,7,0.4666666667,7,3.301951147,3.922565854,1.019823623,44.31944444,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=sonnet|rc=15|ordered_easy_rounds
veyru/1781173595,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,FALSE,15,6,0.4,6,3.395498999,3.912706436,1.038982273,40.22972973,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=sonnet|rc=15|ordered_easy_rounds
veyru/1781175557,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,250,FALSE,15,10,0.6666666667,6.479682379,3.371436916,2.828687748,1.426503096,37.98734177,baseline|budget=250|single_team|protocol_learnability|phase=baseline|model=sonnet|rc=15|ordered_easy_rounds
veyru/1780425683,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,FALSE,15,13,0.8666666667,7,3.560674433,2.865044558,1.49979334,46.01086957,baseline|budget=450|single_team
veyru/1780426085,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,FALSE,15,9,0.6,7,3.097119865,3.86403587,0.9865357594,60.26966292,baseline|budget=450|single_team
veyru/1780448124,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,TRUE,15,8,0.5333333333,5.425817441,3.291103019,3.858750206,0.930388608,81.63768116,baseline|random_seed|budget=450|postmortem=true
veyru/1780585349,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,FALSE,15,9,0.6,7,3.194383026,3.634865712,1.034273469,62.95604396,baseline|budget=450|single_team
veyru/1780585666,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,FALSE,15,13,0.8666666667,6.45350827,3.726324211,3.555305499,1.137386115,41.50549451,baseline|budget=450|single_team
veyru/1780606103,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,TRUE,15,8,0.5333333333,7,3.380367839,3.358239249,1.119469618,57.91666667,baseline|random_seed|budget=450|postmortem=true
veyru/1780606720,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,TRUE,15,7,0.4666666667,7,2.742565228,3.884108799,0.9737742464,64.91860465,baseline|random_seed|budget=450|postmortem=true
veyru/1780616720,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,TRUE,15,10,0.6666666667,7,3.250838332,4.017455607,0.9895338816,52.5326087,baseline|random_seed|budget=450|postmortem=true
veyru/1780617581,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,TRUE,15,8,0.5333333333,7,3.846560728,2.927644908,1.546291061,32.05970149,baseline|random_seed|budget=450|postmortem=true
veyru/1781086647,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,TRUE,15,12,0.8,7,3.495653633,4.037726971,0.9995732514,54.61111111,baseline|random_seed|budget=450|postmortem=true
veyru/1781092327,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,450,FALSE,15,11,0.7333333333,7.24086052,3.240432217,3.142085265,1.20494396,42.43157895,baseline|budget=450|single_team
veyru/1780448653,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,TRUE,15,13,0.8666666667,5,3.47509945,3.527653309,1.054695139,77.25882353,baseline|random_seed|budget=800|postmortem=true
veyru/1780586352,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,FALSE,15,11,0.7333333333,6,3.006501902,3.508021696,0.9879734592,79.36,baseline|budget=800|single_team
veyru/1780586519,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,FALSE,15,15,1,7,2.748426922,3.314286983,1.085084993,58.4893617,baseline|budget=800|single_team
veyru/1780607538,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,TRUE,15,14,0.9333333333,6,3.14757863,2.996251058,1.260751202,53.81967213,baseline|random_seed|budget=800|postmortem=true
veyru/1780607823,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,TRUE,15,15,1,6.216110427,2.966093055,3.894331694,0.9102558966,84.85526316,baseline|random_seed|budget=800|postmortem=true
veyru/1780608292,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,TRUE,15,13,0.8666666667,6,2.77932651,4.118397788,0.8620359167,101.0128205,baseline|random_seed|budget=800|postmortem=true
veyru/1780619478,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,TRUE,15,11,0.7333333333,6.841580352,3.439726037,3.95246048,1.068462256,52.64122137,baseline|random_seed|budget=800|postmortem=true
veyru/1780619603,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,TRUE,15,13,0.8666666667,7,3.375044312,4.108798036,0.9787843096,54.92857143,baseline|random_seed|budget=800|postmortem=true
veyru/1781083387,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,FALSE,15,14,0.9333333333,6,2.714049994,4.001419213,0.87286296,96.58536585,baseline|budget=800|single_team
veyru/1781085254,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,FALSE,15,14,0.9333333333,7,3.264919799,4.285239025,0.9646386318,66.31868132,baseline|budget=800|single_team
veyru/1781091692,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,800,FALSE,15,13,0.8666666667,6,3.141563235,3.943530594,0.9788337579,64.80733945,baseline|budget=800|single_team
veyru/1780587633,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,FALSE,15,14,0.9333333333,6.096797201,3.654387652,4.197694804,0.9914819422,59.92982456,baseline|budget=2000
veyru/1780587772,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,FALSE,15,14,0.9333333333,5,2.756193491,4.203809094,0.8549459681,98.75229358,baseline|budget=2000
veyru/1780587795,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,FALSE,15,15,1,5.896751746,2.99341934,4.017768463,0.9054609001,85.37777778,baseline|budget=2000
veyru/1780609243,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,TRUE,15,15,1,5.748475911,2.810269702,4.186621988,0.8514246864,107.4714286,baseline|random_seed|budget=2000|postmortem=true
veyru/1780609481,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,TRUE,15,15,1,7,2.85586633,3.611860418,1.044758737,56.62727273,baseline|random_seed|budget=2000|postmortem=true
veyru/1780621729,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,TRUE,15,15,1,5,3.019818377,4.160419582,0.8574966614,100.7195122,baseline|random_seed|budget=2000|postmortem=true
veyru/1781083395,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,TRUE,15,15,1,5.811418316,2.700174523,4.102329021,0.8617579725,96.6875,baseline|random_seed|budget=2000|postmortem=true
veyru/1781084850,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,FALSE,15,15,1,5.259770413,3.06819029,3.972378537,0.888564706,89.17045455,baseline|budget=2000
veyru/1781086373,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,FALSE,15,15,1,6.13590265,2.508145399,3.16480068,1.071742351,78.55952381,baseline|budget=2000
veyru/1781086719,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,TRUE,15,15,1,5.92119749,2.44487941,3.115340844,1.079032092,82.14285714,baseline|random_seed|budget=2000|postmortem=true
veyru/1781089444,veyru,claude-sonnet-4-6,claude-sonnet-4-6,closed,TRUE,2000,TRUE,15,15,1,5.367065261,2.695300552,4.229457481,0.8208349652,116.6020408,baseline|random_seed|budget=2000|postmortem=true
veyru/1780415067,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,FALSE,15,0,0,6.333213999,3.548440148,3.363426303,1.180023613,35.18666667,baseline|budget=150|gpt-5.4|single_team
veyru/1780415071,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,FALSE,15,1,0.06666666667,6,3.695235678,3.217666657,1.212429101,31.93506494,baseline|budget=150|gpt-5.4|single_team
veyru/1780418123,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,TRUE,15,2,0.1333333333,6,3.580251884,3.269341451,1.194735252,29.85185185,baseline|random_seed|budget=150|postmortem=false
veyru/1780419274,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,TRUE,15,1,0.06666666667,7,3.148714409,3.32319556,1.188665857,30.56790123,baseline|random_seed|budget=150|postmortem=false
veyru/1780419976,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,TRUE,15,0,0,5.838596545,3.600062715,3.261418613,1.174338102,28.27027027,baseline|random_seed|budget=150|postmortem=false
veyru/1780423031,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,TRUE,15,1,0.06666666667,6,3.563691464,3.258846269,1.183252521,29.25301205,baseline|random_seed|budget=150|postmortem=false
veyru/1780423041,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,TRUE,15,3,0.2,5.839732834,3.64867958,3.189485452,1.28332012,33.89473684,baseline|random_seed|budget=150|postmortem=false
veyru/1780491367,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,FALSE,15,1,0.06666666667,6,3.524346765,3.30036531,1.186478007,26.81318681,baseline|budget=150|gpt-5.4|single_team
veyru/1780585023,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,FALSE,15,0,0,6.532137177,3.644992777,3.229725134,1.258858657,35.80882353,baseline|budget=150|gpt-5.4|single_team
veyru/1780593353,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,TRUE,15,0,0,6.164532359,3.929443928,3.248677238,1.272883809,30.42857143,baseline|random_seed|budget=150|postmortem=false
veyru/1781092804,veyru,gpt-5.4,gpt-5.4,closed,FALSE,150,FALSE,15,0,0,6,3.807430569,3.21918251,1.294281961,28.55434783,baseline|budget=150|gpt-5.4|single_team
veyru/1780416301,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,FALSE,15,1,0.06666666667,6,2.770975162,3.989970354,0.8995803899,87.17391304,baseline|budget=250|gpt-5.4|single_team
veyru/1780423211,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,TRUE,15,2,0.1333333333,5,3.417401962,3.232120622,1.191509257,57.02439024,baseline|random_seed|budget=250|postmortem=false
veyru/1780589216,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,TRUE,15,1,0.06666666667,6.274614343,3.276253301,3.761238886,1.053468745,43.63291139,baseline|random_seed|budget=250|postmortem=false
veyru/1781083380,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,TRUE,15,4,0.2666666667,5.652497515,3.206873793,3.704806804,0.9685111866,73.96610169,baseline|random_seed|budget=250|postmortem=false
veyru/1781083388,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,TRUE,15,1,0.06666666667,6,3.596502297,3.571008814,1.16910389,39.36170213,baseline|random_seed|budget=250|postmortem=false
veyru/1781084350,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,FALSE,15,2,0.1333333333,6,3.156221504,3.865060635,1.015431255,53.90909091,baseline|budget=250|gpt-5.4|single_team
veyru/1781085724,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,TRUE,15,1,0.06666666667,6.093283131,2.90875689,4.111280418,0.9290175658,78.0212766,baseline|random_seed|budget=250|postmortem=false
veyru/1781088779,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,FALSE,15,2,0.1333333333,7,3.313858846,3.731482486,1.057138436,46.73809524,baseline|budget=250|gpt-5.4|single_team
veyru/1781089089,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,TRUE,15,0,0,6,2.982265792,3.765784961,0.9683147726,79.29166667,baseline|random_seed|budget=250|postmortem=false
veyru/1781089135,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,FALSE,15,1,0.06666666667,6,3.094540765,3.907875593,0.9933319161,56.41428571,baseline|budget=250|gpt-5.4|single_team
veyru/1781089981,veyru,gpt-5.4,gpt-5.4,closed,FALSE,250,FALSE,15,1,0.06666666667,6.429230271,3.315530901,3.796786101,1.066751607,46.95294118,baseline|budget=250|gpt-5.4|single_team
veyru/1781084903,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,FALSE,15,6,0.4,6,3.229253164,3.766153987,1.044534806,52.22131148,baseline|budget=450|gpt-5.4|single_team
veyru/1781086940,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,TRUE,15,4,0.2666666667,5.977152739,2.827905112,4.105060661,0.8834017646,91.94736842,baseline|random_seed|budget=450|postmortem=false
veyru/1781088487,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,TRUE,15,5,0.3333333333,5.600682202,2.696327621,3.926620734,0.9055736023,86.05405405,baseline|random_seed|budget=450|postmortem=false
veyru/1781088656,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,TRUE,15,7,0.4666666667,5.892881983,3.846163874,3.149597657,1.303652641,50.74137931,baseline|random_seed|budget=450|postmortem=false
veyru/1781090176,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,FALSE,15,4,0.2666666667,6,2.845035276,3.896874431,0.9314212661,79.93406593,baseline|budget=450|gpt-5.4|single_team
veyru/1781090228,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,FALSE,15,5,0.3333333333,6,2.68861557,3.971899338,0.8976694328,86.91139241,baseline|budget=450|gpt-5.4|single_team
veyru/1781091496,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,FALSE,15,2,0.1333333333,6,2.872822282,3.949168284,0.9208814467,87.35365854,baseline|budget=450|gpt-5.4|single_team
veyru/1781093000,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,TRUE,15,4,0.2666666667,5.836200284,3.107177445,3.769225692,0.9918201747,69.93258427,baseline|random_seed|budget=450|postmortem=false
veyru/1781094452,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,TRUE,15,2,0.1333333333,5,2.879879505,3.860825586,0.9595912178,90.80769231,baseline|random_seed|budget=450|postmortem=false
veyru/1781094453,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,TRUE,15,5,0.3333333333,6,2.966489589,3.92122256,0.9312909774,76.52380952,baseline|random_seed|budget=450|postmortem=false
veyru/1781095645,veyru,gpt-5.4,gpt-5.4,closed,FALSE,450,FALSE,15,4,0.2666666667,6.245370691,2.812403799,4.091641011,0.9019897238,89.58208955,baseline|budget=450|gpt-5.4|single_team
veyru/1780585206,veyru,gpt-5.4,gpt-5.4,closed,FALSE,800,FALSE,15,8,0.5333333333,5.857839505,2.793419783,4.049305718,0.8705515875,102.5853659,baseline|budget=800|gpt-5.4|single_team
veyru/1780585572,veyru,gpt-5.4,gpt-5.4,closed,FALSE,800,FALSE,15,9,0.6,6,3.163305705,3.505277739,1.101317785,79.31034483,baseline|budget=800|gpt-5.4|single_team
veyru/1781083379,veyru,gpt-5.4,gpt-5.4,closed,FALSE,800,FALSE,15,12,0.8,5,2.673838487,4.124435806,0.8275125838,108.5108696,baseline|budget=800|gpt-5.4|single_team
veyru/1781083382,veyru,gpt-5.4,gpt-5.4,closed,FALSE,800,TRUE,15,12,0.8,5.651608596,2.713853293,4.136737239,0.8432277844,108.6849315,baseline|random_seed|budget=800|postmortem=false
veyru/1781084680,veyru,gpt-5.4,gpt-5.4,closed,FALSE,800,TRUE,15,9,0.6,5.656733279,2.91424778,3.803823715,0.9297953797,95.48571429,baseline|random_seed|budget=800|postmortem=false
veyru/1781087786,veyru,gpt-5.4,gpt-5.4,closed,FALSE,800,TRUE,15,4,0.2666666667,5.614724922,2.862961935,3.886042284,0.9222798102,81.42028986,baseline|random_seed|budget=800|postmortem=false
veyru/1781090404,veyru,gpt-5.4,gpt-5.4,closed,FALSE,800,FALSE,15,12,0.8,5.60783784,2.626908464,4.179609157,0.8169142947,115.4146341,baseline|budget=800|gpt-5.4|single_team
